time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-04-06T20:05:49.830Z,33.9451667,-118.3793333,22.32,1.9,ml,45,77,0.03468,0.27,ci,ci39841008,2021-04-06T23:21:28.324Z,"3km WNW of Lennox, CA",earthquake,0.41,0.53,0.143,26,reviewed,ci,ci
2021-04-06T20:05:31.230Z,33.9498333,-118.3536667,19.66,2.36,ml,43,89,0.04114,0.24,ci,ci39841000,2021-04-06T20:57:35.742Z,"1km SW of Inglewood, CA",earthquake,0.43,0.38,0.134,23,automatic,ci,ci
2021-04-06T20:04:15.118Z,39.4305,-119.6951,12,0.5,ml,6,125.23,0.14,0.1517,nn,nn00804446,2021-04-06T22:31:52.488Z,"Nevada",earthquake,,8,0.04,3,reviewed,nn,nn
2021-04-06T19:52:52.510Z,38.786335,-122.7385025,1.69,0.79,md,12,84,0.003391,0.04,nc,nc73546040,2021-04-06T20:03:07.554Z,"2km ENE of The Geysers, CA",earthquake,0.32,0.6,0.09,2,automatic,nc,nc
2021-04-06T19:36:16.939Z,-5.6896,-80.7383,10,4.8,mb,,126,5.411,0.84,us,us6000dzhr,2021-04-06T19:56:18.040Z,"17 km SSE of Sechura, Peru",earthquake,9.1,1.9,0.062,83,reviewed,us,us
2021-04-06T19:36:14.850Z,45.8971666666667,-122.821333333333,-0.66,1.35,ml,8,167,0.1235,0.39,uw,uw61722711,2021-04-06T20:32:17.790Z,"1 km NW of Columbia City, Oregon",explosion,1.6,31.61,0.260959406003424,5,reviewed,uw,uw
2021-04-06T19:29:44.021Z,61.5405,-146.6113,19.6,1.8,ml,,,,0.84,ak,ak0214f32v24,2021-04-06T19:36:21.741Z,"47 km NNW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-04-06T19:20:39.680Z,41.5113333,-112.8681667,11.24,3.46,ml,41,127,0.3485,0.17,uu,uu60431992,2021-04-07T07:19:36.653Z,"47 km SW of Howell, Utah",earthquake,0.63,0.38,0.132,24,reviewed,uu,uu
2021-04-06T19:19:34.900Z,36.5653343,-121.1460037,6.12,1.95,md,15,141,0.03235,0.08,nc,nc73546035,2021-04-06T20:54:07.930Z,"4km N of Pinnacles, CA",earthquake,0.42,0.75,0.2,14,automatic,nc,nc
2021-04-06T19:09:35.550Z,36.0528333,-118.0103333,2.54,1.04,ml,22,68,0.07144,0.14,ci,ci39840896,2021-04-06T22:49:22.442Z,"6km W of Coso Junction, CA",earthquake,0.2,0.73,0.199,15,reviewed,ci,ci
2021-04-06T19:07:53.210Z,35.7226667,-117.5583333,8.88,0.57,ml,14,133,0.09819,0.1,ci,ci39840904,2021-04-06T22:13:19.800Z,"15km WSW of Searles Valley, CA",earthquake,0.24,0.65,0.25,5,reviewed,ci,ci
2021-04-06T19:04:52.880Z,19.1935,-155.488333333333,37.49,1.72,md,10,148,,0.18,hv,hv72414977,2021-04-07T04:52:44.890Z,"1 km SW of Pāhala, Hawaii",earthquake,1.9,1.32,0.0598062360897111,6,reviewed,hv,hv
2021-04-06T18:59:22.550Z,38.8195,-122.8233337,2.36,0.15,md,14,68,0.009824,0.02,nc,nc73546030,2021-04-06T19:19:05.676Z,"8km NW of The Geysers, CA",earthquake,0.28,0.63,,1,automatic,nc,nc
2021-04-06T18:31:36.400Z,46.8665,-121.757166666667,-0.24,0.9,ml,14,125,0.0176,0.07,uw,uw61722681,2021-04-06T20:26:55.550Z,"24 km ENE of Ashford, Washington",earthquake,0.3,0.72,0.0909495310913466,5,reviewed,uw,uw
2021-04-06T18:26:28.810Z,33.4916667,-116.7815,2.64,1.3,ml,51,29,0.02597,0.24,ci,ci39840848,2021-04-06T18:37:15.680Z,"10km NE of Aguanga, CA",earthquake,0.23,0.89,0.221,26,automatic,ci,ci
2021-04-06T18:17:54.560Z,32.6363333,-117.004,14.15,0.69,ml,17,142,0.1118,0.15,ci,ci39840824,2021-04-06T19:56:31.444Z,"3km SE of Bonita, CA",quarry blast,0.45,0.65,0.267,3,reviewed,ci,ci
2021-04-06T18:17:19.980Z,59.7121,-152.4842,79,0.9,ml,,,,0.25,ak,ak0214f2et0e,2021-04-06T18:20:44.222Z,"37 km WSW of Anchor Point, Alaska",earthquake,,1.3,,,automatic,ak,ak
2021-04-06T18:16:32.830Z,33.068,-115.0046667,-0.25,1.39,ml,11,85,0.09809,0.26,ci,ci39840840,2021-04-06T22:08:46.881Z,"45km NE of Holtville, CA",quarry blast,0.62,31.61,0.076,2,reviewed,ci,ci
2021-04-06T18:01:13.547Z,3.6393,-83.0983,10,4.7,mb,,155,4.745,1.11,us,us6000dzhc,2021-04-06T18:21:49.040Z,"off the coast of Central America",earthquake,5.2,1.9,0.137,19,reviewed,us,us
2021-04-06T17:46:53.500Z,35.68,-117.5035,5.85,0.35,ml,8,157,0.09918,0.07,ci,ci39840792,2021-04-06T21:37:43.156Z,"13km SW of Searles Valley, CA",earthquake,0.32,0.84,0.042,2,reviewed,ci,ci
2021-04-06T17:40:19.357Z,-3.5486,138.6915,61.89,4.6,mb,,73,6.462,0.75,us,us6000dzha,2021-04-06T18:32:27.040Z,"240 km WSW of Abepura, Indonesia",earthquake,9.1,8.5,0.079,51,reviewed,us,us
2021-04-06T17:36:15.492Z,37.4036,-117.0644,13.6,1.1,ml,21,112.71,0.187,0.202,nn,nn00804435,2021-04-06T19:48:15.695Z,"37 km SSE of Goldfield, Nevada",earthquake,,2.5,0.3,11,reviewed,nn,nn
2021-04-06T17:33:07.780Z,45.8576666666667,-122.464333333333,-1.25,1.2,ml,13,228,0.08119,0.29,uw,uw61722656,2021-04-06T22:08:07.920Z,"4 km WSW of Yacolt, Washington",explosion,1.23,31.61,0.255551742813431,9,reviewed,uw,uw
2021-04-06T17:22:17.324Z,35.2001,59.1835,10,4.4,mb,,72,2.645,0.79,us,us6000dzh4,2021-04-06T18:45:17.040Z,"8 km SSW of Torbat-e Ḩeydarīyeh, Iran",earthquake,4.9,1.9,0.078,50,reviewed,us,us
2021-04-06T17:15:37.120Z,35.6416667,-117.4693333,9.43,1.31,ml,16,145,0.05535,0.16,ci,ci39840752,2021-04-06T17:19:17.014Z,"15km SSW of Searles Valley, CA",earthquake,0.47,0.86,0.18,17,automatic,ci,ci
2021-04-06T17:11:27.090Z,33.6463333,-116.6965,13.63,0.07,ml,7,109,0.06632,0.04,ci,ci39840744,2021-04-06T21:46:38.978Z,"10km NNW of Anza, CA",earthquake,0.27,0.31,0.039,2,reviewed,ci,ci
2021-04-06T16:58:51.890Z,38.8165016,-122.8396683,3.05,1.86,md,11,118,0.04796,0.12,nc,nc73546015,2021-04-06T18:03:08.191Z,"8km WNW of The Geysers, CA",earthquake,0.44,1.33,0.05,10,automatic,nc,nc
2021-04-06T16:58:48.670Z,36.0206667,-117.8005,1.33,0.12,ml,12,76,0.02893,0.09,ci,ci39840736,2021-04-06T21:31:52.563Z,"13km NE of Little Lake, CA",earthquake,0.16,0.21,0.439,2,reviewed,ci,ci
2021-04-06T16:44:16.001Z,43.0758,145.5718,56.95,4.6,mb,,104,2.075,0.32,us,us6000dzgz,2021-04-06T17:18:28.040Z,"27 km S of Nemuro, Japan",earthquake,7.3,7.4,0.065,71,reviewed,us,us
2021-04-06T16:42:22.900Z,37.4728333,-118.8503333,3.57,0.5,md,16,133,0.1182,0.04,nc,nc73546010,2021-04-06T19:36:06.777Z,"18km WSW of Toms Place, CA",earthquake,0.45,1.86,0.135,13,reviewed,nc,nc
2021-04-06T16:33:35.030Z,33.9296667,-118.3396667,15.15,1.24,ml,17,176,0.1908,0.19,ci,ci39840696,2021-04-07T00:17:44.951Z,"2km SE of Lennox, CA",earthquake,0.47,0.76,0.097,13,reviewed,ci,ci
2021-04-06T16:29:32.490Z,39.4246667,-110.317,-1.23,1.23,md,6,193,0.006299,0.09,uu,uu60431967,2021-04-06T17:01:06.940Z,"15 km SSE of Sunnyside, Utah",earthquake,1.05,0.2,0.13,5,reviewed,uu,uu
2021-04-06T16:25:32.580Z,36.0191667,-117.8006667,1.7,0.5,ml,12,74,0.02933,0.07,ci,ci39840688,2021-04-06T21:26:35.546Z,"13km NE of Little Lake, CA",earthquake,0.15,0.18,0.322,5,reviewed,ci,ci
2021-04-06T16:22:42.680Z,34.8676667,-116.3961667,7.6,0.45,ml,6,179,0.06315,0.07,ci,ci39840680,2021-04-06T18:19:38.274Z,"27km NW of Ludlow, CA",earthquake,0.32,0.44,0.181,4,reviewed,ci,ci
2021-04-06T16:09:31.586Z,61.4401,-150.9537,59.3,1.6,ml,,,,0.61,ak,ak0214f168yu,2021-04-06T16:18:41.603Z,"26 km WSW of Susitna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-04-06T16:05:55.234Z,61.1883,-149.0657,19.9,1.9,ml,,,,0.59,ak,ak0214f15fxf,2021-04-06T16:18:41.456Z,"27 km NNE of Girdwood, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-04-06T16:05:31.170Z,35.67,-117.5181667,7.46,0.7,ml,13,153,0.09498,0.17,ci,ci39840672,2021-04-06T16:09:10.525Z,"15km SW of Searles Valley, CA",earthquake,0.52,1.54,0.204,7,automatic,ci,ci
2021-04-06T15:58:40.260Z,35.7205,-117.569,11.43,1.04,ml,14,129,0.09782,0.13,ci,ci39840656,2021-04-06T16:02:15.871Z,"15km NE of Ridgecrest, CA",earthquake,0.37,0.69,0.183,11,automatic,ci,ci
2021-04-06T15:39:19.280Z,47.8978,145.8469,459.78,4.1,mb,,117,2.296,0.36,us,us6000dzgm,2021-04-06T16:13:44.040Z,"238 km ENE of Dolinsk, Russia",earthquake,10.8,7.4,0.052,102,reviewed,us,us
2021-04-06T15:37:06.040Z,63.1468,-143.6547,0.2,2.3,ml,,,,1.01,ak,ak0214f0qrfw,2021-04-06T16:18:41.160Z,"25 km NNE of Mentasta Lake, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-04-06T15:36:34.258Z,65.335,-164.4564,0,1,ml,,,,0.75,ak,ak0214f0qlwh,2021-04-06T16:18:41.309Z,"86 km N of Solomon, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-04-06T15:36:07.870Z,38.1579,-117.8438,8.4,1.6,ml,22,67,0.022,0.1225,nn,nn00804432,2021-04-06T19:32:46.070Z,"34 km SE of Mina, Nevada",earthquake,,0.8,0.18,10,reviewed,nn,nn
2021-04-06T15:34:47.220Z,60.1044,-153.3923,138.2,1.6,ml,,,,0.35,ak,ak0214f0q7gy,2021-04-06T16:18:41.010Z,"52 km ESE of Port Alsworth, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-04-06T15:23:11.480Z,38.8218346,-122.8570023,1.97,1.46,md,6,139,0.05362,0.03,nc,nc73545995,2021-04-06T16:19:07.519Z,"10km WNW of The Geysers, CA",earthquake,0.67,3.13,0.11,5,automatic,nc,nc
2021-04-06T15:22:31.560Z,33.8955,-116.929,14.28,1.27,ml,39,36,0.05007,0.19,ci,ci39840616,2021-04-06T15:33:36.640Z,"6km SE of Beaumont, CA",earthquake,0.24,0.55,0.144,26,automatic,ci,ci
2021-04-06T15:12:25.546Z,35.6331,45.9631,8.66,5.3,mww,,40,0.402,0.55,us,us6000dzgg,2021-04-07T04:11:41.531Z,"1 km NE of Baynjiwayn, Iraq",earthquake,3.4,4.1,0.089,12,reviewed,us,us
2021-04-06T15:11:35.950Z,33.7828333,-116.8975,11.15,1.11,ml,30,58,0.06377,0.18,ci,ci39840608,2021-04-06T15:15:21.187Z,"4km N of Valle Vista, CA",earthquake,0.26,0.57,0.268,30,automatic,ci,ci
2021-04-06T15:05:21.550Z,37.3035,-119.5616667,36.75,1.89,md,13,91,0.1857,0.1,nc,nc73545990,2021-04-06T21:22:07.876Z,"8km ESE of Oakhurst, CA",earthquake,0.55,0.85,0.143,14,reviewed,nc,nc
2021-04-06T14:55:41.120Z,19.2081661224365,-155.442504882812,32.4000015258789,2.24000001,md,46,125,,0.140000001,hv,hv72414832,2021-04-06T14:58:58.060Z,"3 km E of Pāhala, Hawaii",earthquake,0.47,1,1.58000004,26,automatic,hv,hv
2021-04-06T14:43:03.370Z,44.4881667,-115.2056667,5.73,2.41,ml,11,81,0.327,0.19,mb,mb80495009,2021-04-06T15:02:44.460Z,"36 km NW of Stanley, Idaho",earthquake,0.58,2.23,0.191,16,reviewed,mb,mb
2021-04-06T14:41:32.168Z,38.1755,-118.0547,4.4,1.4,ml,22,69.22,0.016,0.1362,nn,nn00804428,2021-04-06T19:17:14.584Z,"24 km S of Mina, Nevada",earthquake,,0.9,0.42,9,reviewed,nn,nn
2021-04-06T13:54:55.070Z,38.8025017,-122.8146667,2,1.58,md,9,106,0.04188,0.07,nc,nc73545980,2021-04-06T14:27:09.866Z,"6km WNW of The Geysers, CA",earthquake,0.38,1.65,0.11,9,automatic,nc,nc
2021-04-06T13:53:38.820Z,47.6445,-121.950833333333,16.86,1.51,ml,22,69,0.1151,0.2,uw,uw61722611,2021-04-06T17:55:46.640Z,"1 km NE of Ames Lake, Washington",earthquake,0.42,0.71,0.0712313163858711,6,reviewed,uw,uw
2021-04-06T13:47:45.990Z,33.5008333,-116.5063333,12.74,0.91,ml,27,57,0.06016,0.17,ci,ci39840536,2021-04-06T18:12:41.224Z,"17km ESE of Anza, CA",earthquake,0.27,0.58,0.14,21,reviewed,ci,ci
2021-04-06T13:41:33.700Z,33.4886667,-116.7831667,2.8,1.75,ml,64,28,0.02766,0.22,ci,ci39840520,2021-04-06T18:13:27.570Z,"9km NE of Aguanga, CA",earthquake,0.2,0.67,0.174,27,reviewed,ci,ci
2021-04-06T13:32:40.990Z,33.3841667,-116.337,10.78,0.54,ml,16,108,0.0316,0.15,ci,ci39840512,2021-04-06T21:45:18.405Z,"15km NNE of Borrego Springs, CA",earthquake,0.28,0.43,0.112,6,reviewed,ci,ci
2021-04-06T13:22:21.816Z,38.1664,-118.0914,3.9,1,ml,18,125.59,0.032,0.1141,nn,nn00804426,2021-04-06T18:58:39.234Z,"24 km S of Mina, Nevada",earthquake,,1.2,0.31,7,reviewed,nn,nn
2021-04-06T13:05:28.040Z,36.036,-117.6416667,1.58,1.09,ml,17,82,0.0882,0.14,ci,ci39840488,2021-04-06T13:24:27.614Z,"26km ENE of Little Lake, CA",earthquake,0.28,0.38,0.161,15,reviewed,ci,ci
2021-04-06T12:59:58.950Z,40.1225,-121.7851667,16.65,1.74,md,13,108,0.1724,0.06,nc,nc73545970,2021-04-06T17:11:07.858Z,"28km NNW of Forest Ranch, CA",earthquake,0.39,0.79,0.128,14,reviewed,nc,nc
2021-04-06T12:58:28.509Z,38.1684,-117.8868,11.3,1.2,ml,22,70.78,0.014,0.1314,nn,nn00804424,2021-04-06T18:43:09.962Z,"31 km SE of Mina, Nevada",earthquake,,0.6,0.19,10,reviewed,nn,nn
2021-04-06T12:55:09.630Z,33.0465,-116.4326667,13.05,1.11,ml,31,67,0.1421,0.18,ci,ci39840472,2021-04-06T13:24:27.730Z,"16km ESE of Julian, CA",earthquake,0.28,0.75,0.143,20,reviewed,ci,ci
2021-04-06T12:54:04.390Z,33.4441667,-116.6685,14.39,0.49,ml,19,120,0.1262,0.14,ci,ci39840464,2021-04-06T12:57:45.378Z,"12km S of Anza, CA",earthquake,0.31,0.73,0.067,7,automatic,ci,ci
2021-04-06T12:50:53.834Z,67.2195,-153.5522,1.3,1.6,ml,,,,0.75,ak,ak0214ez1cmm,2021-04-06T13:01:58.739Z,"82 km NNW of Alatna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-04-06T12:47:51.310Z,32.9046667,-116.53,15.25,0.82,ml,14,134,0.0818,0.26,ci,ci39840448,2021-04-06T12:51:41.366Z,"9km N of Pine Valley, CA",earthquake,0.78,0.87,0.144,7,automatic,ci,ci
2021-04-06T12:44:30.734Z,65.5074,-144.8245,4.1,1.2,ml,,,,0.95,ak,ak0214ez00jp,2021-04-06T12:50:37.118Z,"7 km S of Central, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-04-06T12:40:26.923Z,-29.6395,-178.3703,10,4.8,mb,,111,0.55,0.74,us,us6000dzec,2021-04-06T13:17:44.040Z,"Kermadec Islands, New Zealand",earthquake,8.8,1.9,0.124,22,reviewed,us,us
2021-04-06T12:36:24.010Z,60.0275,-152.971833333333,4.2,-0.75,ml,4,285,,0.19,av,av91023598,2021-04-07T01:36:21.920Z,"68 km ENE of Pedro Bay, Alaska",earthquake,1.42,1.11,0.105698003058223,3,reviewed,av,av
2021-04-06T12:21:31.670Z,19.2089996337891,-155.381164550781,33.2000007629395,1.75,md,25,178,,0.140000001,hv,hv72414747,2021-04-06T12:24:48.830Z,"10 km E of Pāhala, Hawaii",earthquake,0.78,0.939999998,0.74000001,3,automatic,hv,hv
2021-04-06T12:16:47.320Z,19.1978333333333,-155.5045,32.94,1.68,md,13,194,,0.11,hv,hv72414737,2021-04-06T13:02:36.910Z,"2 km WSW of Pāhala, Hawaii",earthquake,0.87,1.02,0.0613394525675321,7,reviewed,hv,hv
2021-04-06T12:07:15.750Z,19.1561660766602,-155.473999023438,35.7000007629395,1.86000001,md,28,133,,0.150000006,hv,hv72414732,2021-04-06T12:10:19.960Z,"5 km S of Pāhala, Hawaii",earthquake,0.64,1.04999995,0.200000003,5,automatic,hv,hv
2021-04-06T12:05:19.193Z,39.1578,-99.198,5,2.7,mb_lg,,72,0.542,0.34,us,us6000dzea,2021-04-06T23:31:33.338Z,"12 km SE of Plainville, Kansas",earthquake,2,2,0.057,79,reviewed,us,us
2021-04-06T12:00:14.790Z,33.9573333,-118.376,21.57,1.54,ml,25,90,0.03518,0.27,ci,ci39840416,2021-04-06T12:04:07.032Z,"3km W of Inglewood, CA",earthquake,0.68,0.62,0.176,28,automatic,ci,ci
2021-04-06T11:49:23.540Z,37.6213333,-119.387,8.21,1.65,md,21,137,0.2445,0.16,nc,nc73545965,2021-04-06T22:07:01.181Z,"21km SE of Yosemite Valley, CA",earthquake,0.56,2.69,0.23,19,reviewed,nc,nc
2021-04-06T11:39:14.324Z,31.13175671,-103.1529382,2.686694336,1.5,ml,17,57,0.002922286944,0.2,tx,tx2021gslw,2021-04-06T16:37:12.446Z,"14 km SW of Coyanosa, Texas",earthquake,0.8855919599,0.8510018345,0.2,11,reviewed,tx,tx
2021-04-06T11:38:59.670Z,19.1898326873779,-155.382827758789,32.7700004577637,2,md,23,191,,0.109999999,hv,hv72414707,2021-04-06T11:42:10.730Z,"10 km E of Pāhala, Hawaii",earthquake,0.7,0.860000014,1.13999999,3,automatic,hv,hv
2021-04-06T11:30:10.230Z,35.6753333,-117.5061667,10.01,0.6,ml,9,165,0.0956,0.19,ci,ci39840400,2021-04-06T13:28:57.320Z,"14km SW of Searles Valley, CA",earthquake,0.75,1.06,0.193,8,reviewed,ci,ci
2021-04-06T11:28:00.610Z,34.0593333,-118.8845,9.17,1.77,ml,35,85,0.07238,0.24,ci,ci39840392,2021-04-06T19:39:48.230Z,"9km NW of Malibu, CA",earthquake,0.48,1,0.206,27,automatic,ci,ci
2021-04-06T11:23:45.010Z,19.4896666666667,-155.663166666667,1.97,0.77,md,14,97,,0.11,hv,hv72414692,2021-04-06T13:10:26.770Z,"21 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.28,0.97,0.0694829678490519,7,reviewed,hv,hv
2021-04-06T10:59:16.900Z,19.166166305542,-155.468338012695,35.1500015258789,2.06,ml,50,82,,0.119999997,hv,hv72414677,2021-04-06T11:04:48.230Z,"4 km SSE of Pāhala, Hawaii",earthquake,0.48,0.689999998,4.63,6,automatic,hv,hv
2021-04-06T10:58:45.370Z,35.6651667,-117.4746667,6.74,0.8,ml,10,165,0.07915,0.09,ci,ci39840376,2021-04-06T13:29:46.327Z,"13km SSW of Searles Valley, CA",earthquake,0.53,0.86,0.09,5,reviewed,ci,ci
2021-04-06T10:53:32.800Z,60.5267,-141.8431,22.5,1,ml,,,,0.05,ak,ak0214exv2xs,2021-04-06T10:56:44.536Z,"116 km SSE of McCarthy, Alaska",earthquake,,0.8,,,automatic,ak,ak
2021-04-06T10:52:58.860Z,47.5378333333333,-122.412333333333,24.24,0.97,ml,21,130,0.103,0.12,uw,uw61722581,2021-04-06T18:22:37.430Z,"4 km WNW of White Center, Washington",earthquake,0.35,0.57,0.0784452824021163,6,reviewed,uw,uw
2021-04-06T10:48:16.204Z,60.8248,-151.9646,77.1,1.7,ml,,,,0.67,ak,ak0214extz2q,2021-04-06T10:56:44.365Z,"39 km WNW of Nikiski, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-04-06T10:46:51.770Z,19.2286666666667,-155.413166666667,30.15,1.6,md,15,140,,0.1,hv,hv72414672,2021-04-06T12:51:47.320Z,"7 km ENE of Pāhala, Hawaii",earthquake,0.84,0.9,0.104206712449796,9,reviewed,hv,hv
2021-04-06T10:44:35.939Z,36.53616667,-98.959,7.66,0.91,ml,18,107,0.04409134777,0.07,ok,ok2021gskb,2021-04-07T13:57:11.337Z,"8 km SW of Waynoka, Oklahoma",earthquake,,0.2,0.23,8,reviewed,ok,ok
2021-04-06T10:44:23.900Z,35.9131667,-117.6711667,9.47,0.49,ml,7,85,0.03855,0.04,ci,ci39840360,2021-04-06T13:30:28.334Z,"21km E of Little Lake, CA",earthquake,0.25,0.51,0.077,4,reviewed,ci,ci
2021-04-06T10:43:37.370Z,53.8483333333333,-166.869333333333,5.52,-0.3,ml,6,168,,0.13,av,av91218231,2021-04-06T23:30:53.220Z,"22 km WSW of Dutch Harbor, Alaska",earthquake,0.57,1.09,0.273916261217166,6,reviewed,av,av
2021-04-06T10:31:42.890Z,44.485,-115.201,4.38,1.81,ml,10,80,0.322,0.16,mb,mb80494989,2021-04-06T14:32:40.740Z,"36 km NW of Stanley, Idaho",earthquake,0.44,2.7,0.22,11,reviewed,mb,mb
2021-04-06T10:11:24.790Z,33.6591667,-116.7186667,15.13,0.57,ml,16,88,0.052,0.16,ci,ci39840352,2021-04-06T13:30:37.333Z,"9km S of Idyllwild, CA",earthquake,0.53,0.83,0.147,6,reviewed,ci,ci
2021-04-06T10:08:46.890Z,36.5285,-98.985,8.31,1.2,ml,24,136,0.04949028832,0.07,ok,ok2021gsiw,2021-04-07T13:49:53.776Z,"9 km NNE of Quinlan, Oklahoma",earthquake,,0.3,0.22,10,reviewed,ok,ok
2021-04-06T10:07:46.647Z,-29.6879,-176.6077,10,5.3,mb,,62,1.233,0.45,us,us6000dze0,2021-04-06T10:27:40.040Z,"Kermadec Islands region",earthquake,9,1.8,0.056,107,reviewed,us,us
2021-04-06T10:03:37.210Z,36.529,-98.98633333,8.09,1.62,ml,28,135,0.04859046489,0.1,ok,ok2021gsio,2021-04-06T13:02:12.003Z,"9 km NNE of Quinlan, Oklahoma",earthquake,,0.4,0.22,10,reviewed,ok,ok
2021-04-06T09:59:35.810Z,36.52533333,-98.98766667,8.56,0.91,ml,18,142,0.04859046489,0.07,ok,ok2021gsip,2021-04-07T14:01:50.010Z,"9 km NNE of Quinlan, Oklahoma",earthquake,,0.3,0.3,6,reviewed,ok,ok
2021-04-06T09:43:24.139Z,31.56263681,-104.1436114,6.131567383,2,ml,25,55,0.08134379123,0.3,tx,tx2021gsib,2021-04-06T15:45:53.474Z,"43 km NW of Toyah, Texas",earthquake,1.068980705,1.265616293,0.2,10,reviewed,tx,tx
2021-04-06T09:33:43.830Z,44.4723333,-115.2008333,10,2.08,ml,10,95,0.312,0.32,mb,mb80494984,2021-04-06T14:25:30.100Z,"35 km NW of Stanley, Idaho",earthquake,0.98,31.61,0.149,13,reviewed,mb,mb
2021-04-06T09:33:28.193Z,31.67409683,-104.3932833,7.699755859,1.9,ml,17,57,0.09179875199,0.3,tx,tx2021gshs,2021-04-06T16:03:52.068Z,"55 km S of Whites City, New Mexico",earthquake,1.220824365,1.613389229,0.2,8,reviewed,tx,tx
2021-04-06T09:33:20.940Z,19.4861660003662,-155.649673461914,-1.58000004291534,1.82000005,md,25,93,,0.379999995,hv,hv72414642,2021-04-06T09:36:29.930Z,"22 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.61,0.970000029,0.649999976,7,automatic,hv,hv
2021-04-06T09:29:40.143Z,63.3159,-145.0887,0,1.5,ml,,,,1.22,ak,ak0214ex4ipq,2021-04-06T09:32:54.643Z,"36 km NE of Paxson, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-04-06T09:26:39.688Z,-24.12,-66.9203,202.68,4.4,mb,,70,1.638,0.5,us,us6000dzds,2021-04-06T10:42:48.195Z,"62 km W of San Antonio de los Cobres, Argentina",earthquake,5.1,7.2,0.112,23,reviewed,us,us
2021-04-06T09:14:15.394Z,60.4494,-151.646,68.4,2.3,ml,,,,0.61,ak,ak0214ex190q,2021-04-06T09:28:13.972Z,"19 km W of Kalifornsky, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-04-06T09:12:46.060Z,19.2331657409668,-155.408828735352,33.8600006103516,2.01999998,md,38,140,,0.140000001,hv,hv72414627,2021-04-06T09:16:03.860Z,"8 km ENE of Pāhala, Hawaii",earthquake,0.56,0.699999988,1.39999998,14,automatic,hv,hv
2021-04-06T09:08:29.289Z,38.048,-118.7634,3.2,1.5,ml,21,88.66,0.288,0.1375,nn,nn00804423,2021-04-06T18:18:08.047Z,"33 km ENE of Lee Vining, California",earthquake,,2.9,0.23,6,reviewed,nn,nn
2021-04-06T09:05:15.750Z,34.987,-97.68516667,8.66,1.53,ml,41,41,0.1007802235,0.25,ok,ok2021gsgu,2021-04-06T12:54:30.599Z,"7 km SW of Dibble, Oklahoma",earthquake,,1.4,0.19,20,reviewed,ok,ok
2021-04-06T09:02:13.591Z,50.7597,-177.2726,10,4.2,mb,,129,1.183,0.93,us,us6000dzdl,2021-04-06T17:57:24.285Z,"131 km SSW of Adak, Alaska",earthquake,8.8,1.9,0.047,125,reviewed,us,us
2021-04-06T09:00:43.840Z,17.9181,-66.8135,14,2.04,md,12,218,0.2364,0.13,pr,pr2021096003,2021-04-07T02:52:50.114Z,"8 km S of Indios, Puerto Rico",earthquake,0.62,1.07,0.13,8,reviewed,pr,pr
2021-04-06T08:58:26.837Z,60.5459,-141.231,14.3,1.9,ml,,,,0.89,ak,ak0214ewp9uq,2021-04-06T09:05:30.091Z,"134 km SE of McCarthy, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-04-06T08:54:21.480Z,45.2278,16.3201,10,4.6,mb,,62,0.777,1.05,us,us6000dzdc,2021-04-06T09:28:05.040Z,"15 km NW of Dobrljin, Bosnia and Herzegovina",earthquake,3.9,1.9,0.107,26,reviewed,us,us
2021-04-06T08:37:17.377Z,63.2245,-150.6493,92.5,1.8,ml,,,,0.68,ak,ak0214ewkr2s,2021-04-06T09:02:49.491Z,"64 km SE of Denali National Park, Alaska",earthquake,,1.3,,,automatic,ak,ak
2021-04-06T08:34:36.973Z,38.1679,-118.0696,6.6,1.4,ml,24,76.26,0.016,0.0949,nn,nn00804420,2021-04-06T17:53:15.229Z,"24 km S of Mina, Nevada",earthquake,,0.9,0.32,12,reviewed,nn,nn
2021-04-06T08:32:48.780Z,33.6468333,-116.7405,14.64,0.27,ml,9,92,0.05654,0.06,ci,ci39840344,2021-04-06T21:47:56.662Z,"11km S of Idyllwild, CA",earthquake,0.41,0.33,0.131,3,reviewed,ci,ci
2021-04-06T08:26:59.060Z,35.7058333,-117.5076667,6.15,1.45,ml,24,101,0.1247,0.18,ci,ci39840336,2021-04-06T13:31:37.290Z,"12km SW of Searles Valley, CA",earthquake,0.36,1.41,0.173,24,reviewed,ci,ci
